"xn",".chain",".iteration",".draw","xt3","xt2_5","xt2","xt1_5","xt1"
0.757542179550307,1,77,77,0.869132627921092,0.894456442958478,0.934434030034059,1.00672028197496,1.17560867094786
-1.59509208625597,1,78,78,-2.24262656858653,-2.42697687490127,-2.75016358460888,-3.44332809645922,-5.6932150381659
-1.26714882546351,1,79,79,-1.61319551707524,-1.70270839673677,-1.85276973923746,-2.15203554636535,-2.99577496678881
-0.884429579289226,1,80,80,-1.03579506418615,-1.07121846354436,-1.12793333235694,-1.23287669109928,-1.4891790185634
-0.408449264796159,1,81,81,-0.450457228368264,-0.459298482891988,-0.472777176431274,-0.495777511897327,-0.543748077553034
0.798169365394517,1,82,82,0.92145331960381,0.949703877599379,0.994500770343209,1.07609468732276,1.26942792520185
0.924372360100119,1,83,83,1.0903792064726,1.12961697455557,1.19272517667048,1.31036882977812,1.60180707153118
0.643866751517988,1,84,84,0.727298351749723,0.745739004499285,0.774499609413777,0.82547585253254,0.940062589855493
1.58064464962128,1,85,85,2.21133788079626,2.39009721196846,2.70282687331111,3.37128118927212,5.5265810666402
1.08734530293707,1,86,86,1.32557193491743,1.38428015369875,1.4805275257832,1.66562931104769,2.15238913954393
-0.867637818608915,1,87,87,-1.01316905010583,-1.04708630862902,-1.10128691548864,-1.20126775554208,-1.44400369283979
-1.10945505503687,1,88,88,-1.35920555801044,-1.42111277793555,-1.52287617110345,-1.7194391168009,-2.24066145051094
-0.693150709185281,1,89,89,-0.788015001703838,-0.809220440794721,-0.842465260374629,-0.901896277847556,-1.03772643698766
-1.98587414675957,1,90,90,-3.26236842915905,-3.67561694103962,-4.44603756316026,-6.27301165712833,-13.5068407853759
-1.45767249073833,1,91,91,-1.95944387805885,-2.09649880681578,-2.33214627899763,-2.82182482844153,-4.31642724893544
0.301134687071003,1,92,92,0.329691270416832,0.335594149417323,0.344516895265712,0.359524723786255,0.389922690036926
0.228465967455618,1,93,93,0.249213621473087,0.253460264139063,0.259849338701883,0.270509579349659,0.291746858509505
-0.395870440025123,1,94,94,-0.436160899836757,-0.444621262848436,-0.457505374597513,-0.479451147377732,-0.525055046296597
0.0849605839433666,1,95,95,0.0922797369244319,0.0937595363344605,0.0959727794966014,0.0996282136481994,0.106757158653091
0.284365822263106,1,96,96,0.311040163236148,0.316540408131666,0.324844799684999,0.338784701330542,0.366904128652895
1.37101592009037,1,97,97,1.79594817045793,1.90912971612208,2.10146063496135,2.49357568281468,3.6470551785875
-0.269437967255586,1,98,98,-0.294479346070919,-0.299632040006896,-0.307403907047626,-0.320427624941171,-0.346606708495533
1.1189114740837,1,99,99,1.37372894053534,1.43705022238759,1.54125768399255,1.74291807754857,2.27957556409429
-0.658418249093479,1,100,100,-0.745109121265171,-0.764333557668647,-0.794362241846805,-0.847719989412941,-0.96824714616518
-0.195452350369487,1,101,101,-0.212917559272262,-0.216479045406106,-0.221827732408433,-0.230724728670077,-0.248336522472388
-0.593057588894509,1,102,102,-0.665827152540882,-0.681729942106851,-0.706402973963446,-0.749757211902104,-0.84557917715075
2.20691065535651,1,103,103,4.03815435939745,4.68027263962307,5.92534735867253,9.07515132293551,23.2877701727052
0.978387716574042,1,104,104,1.16600456755353,1.2109582486398,1.28371189981377,1.420722613202,1.76681516641996
-1.10389665290057,1,105,105,-1.3507077738324,-1.41179676887136,-1.51214755257415,-1.70576962465767,-2.21811683025498
-1.58252691438239,1,106,106,-2.21539293005476,-2.39487179050681,-2.70894567365635,-3.38057063417375,-5.54796532654184
-0.702089365685828,1,107,107,-0.799150217246521,-0.820891682699601,-0.855009347902918,-0.91609648751781,-1.05613627651614
-1.49525986587238,1,108,108,-2.03382024177577,-2.18257239070719,-2.43966821667496,-2.97846499890781,-4.650247695976
0.949383713296995,1,109,109,1.12512951852906,1.16693091476159,1.23435589156017,1.36063763262893,1.67629845443651
2.02782351532323,1,110,110,3.3962594577423,3.8458589853238,4.69010002769528,6.71590748872819,14.9294546309812
0.92979241934872,1,111,111,1.09787155574316,1.13765308730079,1.20167560990322,1.32114474879874,1.6176806084432
-0.593472384034703,1,112,112,-0.666324653191565,-0.682246968572272,-0.706951336244212,-0.750363670791374,-0.846327159005899
-2.07431982588303,1,113,113,-3.55151255260102,-4.0449552820971,-4.97907319278374,-7.25063783128367,-16.7113778622727
-0.839670707388773,1,114,114,-0.975888197419239,-1.00741802389282,-1.0576456702759,-1.14982380472092,-1.37142405410531
0.535138781210901,1,115,115,0.597012362013552,0.610366238549758,0.630965121956712,0.666814120238738,0.744566897464619
0.960748650314711,1,116,116,1.14107076135527,1.18408385420115,1.25355445827665,1.38394650533394,1.71122149247234
-0.903364899816851,1,117,117,-1.06153479817471,-1.09872482231655,-1.15839625193761,-1.26919857062133,-1.54163721642248
0.372521482633496,1,118,118,0.409729853311878,0.417510766198875,0.429337068176302,0.449414781784519,0.490860205312483
2.11545356075647,1,119,119,3.69523847587293,4.23084789766078,5.25222447565151,7.76602144879477,18.4930547425431
0.989143028663623,1,120,120,1.18132474417688,1.22749840097749,1.30232022146408,1.4435139830856,1.80157129518355
0.207780074142587,1,121,121,0.226454170792466,0.230267253701012,0.235997457824256,0.245539555805222,0.26447165462603
-0.239523771414556,1,122,122,-0.261404670357908,-0.265889354530304,-0.272640950207267,-0.283918618841685,-0.306437871640315
0.400453597927006,1,123,123,0.44136509159347,0.449962997025023,0.463061687366728,0.485387672036671,0.531843297770801
-0.643349385977198,1,124,124,-0.726666845696212,-0.745080115883524,-0.773796465412647,-0.824689734407102,-0.939070139153749
-0.386070896478891,1,125,125,-0.425051376949535,-0.4332223080315,-0.445655363436565,-0.466803293921222,-0.510625717978485
0.167703199026054,1,126,126,0.182513421915082,0.185525255275422,0.190042523323531,0.197539557118474,0.212310124167435
-0.947412783483785,1,127,127,-1.12237466978195,-1.16396895115477,-1.23104460610852,-1.35662552181507,-1.67031167583332
-1.42802261820944,1,128,128,-1.90228930151853,-2.03071016578064,-2.25061833515624,-2.70458482259722,-4.07259584555701
0.12697651096838,1,129,129,0.13803219477352,0.140273054645642,0.143628621018061,0.149182326758952,0.160061111817408
0.589753793356001,1,130,130,0.661867077207475,0.677615018767581,0.702039609244156,0.744933428366902,0.839634673839901
-0.923956257587055,1,131,131,-1.08980487442431,-1.12900116245305,-1.19203964632977,-1.3095441957561,-1.60059447065055
0.0169174503378399,1,132,132,0.018362732391839,0.0186543657146471,0.0190901270309117,0.0198086495436308,0.021205045795139
1.52263837187273,1,133,133,2.08940748462376,2.24724079578086,2.52108304307054,3.09857656532179,4.91233586584283
0.107854892542173,1,134,134,0.11719556807292,0.119086436052203,0.121916190639721,0.12659473172199,0.13573901238278
0.0830562578584689,1,135,135,0.0902086107126635,0.0916545551259503,0.093817068768148,0.0973884464161801,0.104352347617896
0.0517844535936161,1,136,136,0.0562212852808104,0.0571171757805312,0.0584562677379504,0.0606655513069938,0.0649643525864351
0.192174300256918,1,137,137,0.209321231755673,0.212816617527909,0.218065170769223,0.226793136058655,0.244060143478805
1.3655516076763,1,138,138,1.7859899500013,1.89779957402749,2.08766113882937,2.47428471007346,3.60901982735504
-0.628129087033531,1,139,139,-0.708141123092991,-0.725763380780483,-0.753202698727837,-0.801705816075002,-0.910161505347628
1.06378061340699,1,140,140,1.29021019501655,1.34566857304201,1.43633147150158,1.60989283873557,2.06230086473273
-0.618584273503558,1,141,141,-0.696574392666494,-0.713714693589731,-0.740377275041028,-0.787430617070784,-0.892310768231101
-1.91762944104427,1,142,142,-3.05619568666575,-3.41619187856231,-4.0796951215656,-5.62388422598404,-11.5128505320104
0.557030390819228,1,143,143,0.622873783870006,0.637150792816779,0.65922131185877,0.697769903502114,0.781971666874061
0.798224576670457,1,144,144,0.921525058597529,0.949779779468185,0.994583546086002,1.07619079747457,1.26955934119467
1.56601112768485,1,145,145,2.1800275608041,2.35328212316166,2.65574311204377,3.30003352374161,5.36356861548957
0.257829763678362,1,146,146,0.281627613892177,0.286516740667211,0.293885537653736,0.306217989803464,0.330942099533349
0.755307073265801,1,147,147,0.866280712285908,0.891451198379398,0.931177068191557,1.00297949834416,1.17060843307612
-0.703040771354485,1,148,148,-0.800337722222297,-0.822136892515958,-0.856348586376342,-0.917614327977099,-1.05810900508661
-1.00442824986152,1,149,149,-1.2032532287156,-1.25120989112267,-1.32906010395509,-1.47639752219786,-1.85212591857757
-0.102249485793427,1,150,150,-0.111092254990906,-0.112881736815655,-0.115559334730102,-0.11998508493232,-0.128630240941641
-0.677440886489197,1,151,151,-0.768538066259887,-0.78882777082919,-0.820583981068987,-0.87719817090766,-1.00590390829156
0.629929883554678,1,152,152,0.710327756079283,0.728042149677212,0.755630074123895,0.804410913560827,0.913553124093098
-0.202204358817669,1,153,153,-0.220329308919513,-0.224027996792596,-0.229584659373955,-0.238833105487154,-0.257163324619727
-0.390251165406209,1,154,154,-0.429787499778986,-0.438081127850946,-0.450705315959373,-0.47219109680285,-0.516766927308178
-0.860723209199824,1,155,155,-1.0039053834148,-1.0372185090693,-1.09041230176319,-1.18841122705704,-1.42575567007382
1.01410791351844,1,156,156,1.21723613234062,1.26635247487365,1.3461759652687,1.49752811531525,1.88486608768293
0.44950367157079,1,157,157,0.497415058517366,0.507577375926721,0.523126604840064,0.549823238480863,0.606190549188498
-0.940903833365885,1,158,158,-1.11329703859793,-1.15421358939943,-1.22014687229142,-1.34343811828083,-1.65068433349815
-0.00416117409944522,1,159,159,-0.00451655363811855,-0.004588257656144,-0.00469539449343581,-0.00487203994434312,-0.00521529055925251
0.529196635845131,1,160,160,0.590022465014625,0.60313380218043,0.623346807622857,0.658490200509324,0.734567263961848
1.77042548213092,1,161,161,2.65513886558502,2.92143142488819,3.40076052320854,4.474016437179,8.26468444663325
0.939650570763145,1,162,162,1.11155273205656,1.15233988625723,1.21805518191778,1.34090990022038,1.64693034686758
0.867290750334995,1,163,163,1.0127033385335,1.04659005250702,1.10073973205747,1.20062024830406,1.44308290110436
0.197035713176894,1,164,164,0.21465512549887,0.218248657734121,0.223645905428688,0.232624916978801,0.250404177728619
0.0696493838340437,1,165,165,0.0756324727745988,0.0768413321381608,0.0786487602855028,0.081632265700545,0.0874438931920536
-0.360765461417102,1,166,166,-0.396471887316876,-0.403923632315935,-0.415238815664806,-0.434417767390193,-0.473878547398613
-1.52998518715023,1,167,167,-2.10453317370421,-2.26488746944299,-2.54339285303063,-3.13171387813726,-4.98556301388266
-0.528984713672637,1,168,168,-0.589773405852367,-0.602876154949003,-0.623075502884144,-0.658193939645637,-0.734211812776346
-0.000982455193019843,1,169,169,-0.0010663588132419,-0.00108328775215883,-0.00110858213467028,-0.00115028693155562,-0.00123132540690394
-0.13172577779677,1,170,170,-0.143211728177388,-0.145540595609293,-0.149028524604044,-0.15480294666132,-0.166120861973967
0.882079733259226,1,171,171,1.03261758935593,1.06782684409697,1.12418387078342,1.22841980512709,1.48278245570725
0.548891160816719,1,172,172,0.613238145700336,0.62716641623989,0.648680446379048,0.686206629787047,0.767959055698371
-0.895981448581436,1,173,173,-1.05146926395081,-1.08796166765341,-1.14646463812869,-1.25494846703919,-1.52098652886705
-0.977564064080662,1,174,174,-1.16483501590573,-1.20969642889127,-1.28229379403391,-1.41898882842897,-1.76418068417499
0.479955476815885,1,175,175,0.532561956283047,0.543787420177453,0.561011709458925,0.590723958272542,0.65404981767231
0.755358498409547,1,176,176,0.86634629859718,0.891520303721485,0.931251949785571,1.00306547971035,1.17072329585611
-0.461692336692424,1,177,177,-0.511449234985279,-0.522028167755337,-0.538232910426278,-0.566107090453292,-0.625180584222681
0.0574146984923158,1,178,178,0.062337569591675,0.0633317760737009,0.064817947472087,0.0672702483538068,0.0720433925607993
1.27924605335971,1,179,179,1.6337982763987,1.72581974632973,1.88032629878574,2.18923610601682,3.06440442775105
0.270080092164966,1,180,180,0.295190917860271,0.300358359146577,0.30815279889553,0.321215285286344,0.347476200140979
-0.316792358986337,1,181,181,-0.347154851442079,-0.35344606339793,-0.362966628063375,-0.37901098947428,-0.411637344224254
-0.786158951148516,1,182,182,-0.905889258954247,-0.93324644328352,-0.976569400203178,-1.05530786373134,-1.24109910294377
-0.315885884486295,1,183,183,-0.346142505737808,-0.352410897282817,-0.361896292858374,-0.377879567098902,-0.410374143306182
-0.57529082247746,1,184,184,-0.644581959036611,-0.659665905383367,-0.683026495236189,-0.723952384973834,-0.813880866457068
1.50497534449713,1,185,185,2.05340664931548,2.20532560673487,2.46825207110094,3.02048830528855,4.74134637322168
0.228652365257812,1,186,186,0.249418974257519,0.253669592084811,0.260064716027819,0.270735246816115,0.291993838751203
-0.218835140365563,1,187,187,-0.238610109838596,-0.242653054936609,-0.248732348792479,-0.258866228767533,-0.279015711517899
-1.19175845432616,1,188,188,-1.48852673699499,-1.56372445341134,-1.68859217464535,-1.93378640306547,-2.60481221681137
-0.867793503810241,1,189,189,-1.01337798076596,-1.04730894835177,-1.10153241331171,-1.20155828500938,-1.44441690234212
-1.46812525422566,1,190,190,-1.97990781730017,-2.12012918671809,-2.36156878304224,-2.86446124886848,-4.40638653919699
-0.551832649892833,1,191,191,-0.616717606186007,-0.630771145490075,-0.652484995300868,-0.690378079699904,-0.773008515598951
0.292609443838917,1,192,192,0.320202589363955,0.325899106911144,0.334504738330857,0.348964353662292,0.378190414211806
0.517282869888675,1,193,193,0.576045248099409,0.588680308106172,0.60813652803726,0.641898902656175,0.714708536451368
0.0942786487951564,1,194,194,0.102416809741904,0.104062974926912,0.106525602884999,0.110594531638471,0.118536499463072
-1.13815826040951,1,195,195,-1.40355058758307,-1.46983750344762,-1.57918203835398,-1.79159385309487,-2.36101818319663
-0.726287370652055,1,196,196,-0.829493599202431,-0.852742603833886,-0.889320766232222,-0.955093572890922,-1.10712445846683
0.154649572536229,1,197,197,0.168239543156687,0.171000032443159,0.175138022755994,0.181999013997462,0.195489350966508
0.346945115289606,1,198,198,0.3809265930865,0.388001898275651,0.398733678576182,0.416889951513894,0.454105714018125
-0.53558635928785,1,199,199,-0.597539366891535,-0.610911648630374,-0.631539827912327,-0.66744243480044,-0.745322695746102
0.0458012952935558,1,200,200,0.0497227346368505,0.0505144245111415,0.0516976718507349,0.0536495645368044,0.0574464154238603
0.366972277807034,1,201,201,0.403467636588268,0.411092124512741,0.422675423938494,0.442325516048492,0.482825330189521
2.80194447808282,1,202,202,7.41251783780462,9.46681643225231,13.9774339865893,28.0198705378022,125.327011897033
-1.60116995654316,1,203,203,-2.25590296326651,-2.44265273031623,-2.77033563893025,-3.47415616547913,-5.7650622630042
-1.47885544258415,1,204,204,-2.00108951753266,-2.14462995611384,-2.39215207360254,-2.90896147599344,-4.50100227495095
-1.38200582197647,1,205,205,-1.81609813893563,-1.93208463184879,-2.12947123105705,-2.53285398853702,-3.72495254041357
-0.16597774037452,1,206,206,-0.180625675287016,-0.1836040359476,-0.188070761528332,-0.195482944615234,-0.210082346979096
1.12122346765603,1,207,207,1.37729255186634,1.44096382419412,1.54577675047597,1.74870171223618,2.28919840532707
0.139564288113974,1,208,208,0.151764455214871,0.154239598492792,0.157947660443992,0.164089542854917,0.176140130334636
-0.267835986652853,1,209,209,-0.29270441380396,-0.297820393576056,-0.305536073965272,-0.318463317441339,-0.344438872135091
-0.755007128340856,1,210,210,-0.865898198636755,-0.891048167647962,-0.930740360872419,-1.00247807985903,-1.16993864926345
-0.413865610874897,1,211,211,-0.456625897238804,-0.46563449453931,-0.47937476398392,-0.502840038593516,-0.551858249451254
1.40797225358298,1,212,212,1.86436697007621,1.98722995278541,2.19704975616365,2.62828043445159,3.91671920661046
-0.283475973016294,1,213,213,-0.310051871781488,-0.315531118389639,-0.323803303278587,-0.337687701820551,-0.365689198493889
-0.484128124283898,1,214,214,-0.537400244533588,-0.548777289837299,-0.566241004736002,-0.596386024350743,-0.660717938798464
0.764184984922338,1,215,215,0.877624618822728,0.9034087547603,0.944142508166331,1.01788359926998,1.19056597578222
0.766669090943324,1,216,216,0.880806429882842,0.906764495732419,0.947784143350036,1.02207583760494,1.19619675613869
0.545503757095043,1,217,217,0.609235146738962,0.623020220093617,0.644305935349054,0.681413197073035,0.762164450386277
-0.222722750782916,1,218,218,-0.242888792968496,-0.247013567494216,-0.253217258177152,-0.263562368168936,-0.284147822299935
-1.51995780094618,1,219,219,-2.08391099882649,-2.24083349830107,-2.51299249496404,-3.08658313384833,-4.88593024161846
0.591989826135377,1,220,220,0.664546807289964,0.680399420487044,0.704991935679513,0.74819692047821,0.843655416982715
1.23816871601453,1,221,221,1.56452700708976,1.64827509665427,1.78815473059586,2.06544539270317,2.83825995017674
0.220782254526975,1,222,222,0.240752831621236,0.244836694913585,0.25097818436849,0.261217651505784,0.281584967835791
-0.33541461959379,1,223,223,-0.367989407401163,-0.374759014035345,-0.385017924155713,-0.402347840451648,-0.437760189737996
-0.465538842931042,1,224,224,-0.515887393046718,-0.526600242039806,-0.543015939308822,-0.571269786042405,-0.631218861754759
-0.237986901876632,1,225,225,-0.259709215068367,-0.264160540944034,-0.270861300998145,-0.28205229444759,-0.304391194540111
-0.633316572694564,1,226,226,-0.714443862938147,-0.732332581627454,-0.760201777853333,-0.809508572805035,-0.91995230899243
-0.0636341005004737,1,227,227,-0.06909518722743,-0.0701983264776378,-0.0718475050968792,-0.0745692696520372,-0.0798689081380666
-0.349166795136618,1,228,228,-0.383422664470824,-0.390557735156615,-0.401382058620166,-0.419700324618064,-0.457270740084396
1.03052720485299,1,229,229,1.24112910067661,1.29226819946417,1.37554016818851,1.53392982291915,1.94173379185116
0.374008341022773,1,230,230,0.411409001905294,0.419232149974626,0.431124097843401,0.45131742991209,0.493018935267856
-0.426468330948237,1,231,231,-0.47100970229595,-0.48041566841468,-0.494777905259099,-0.519351096095916,-0.570875893378311
-0.170147377366322,1,232,232,-0.185188021369017,-0.188247404403916,-0.192836487868732,-0.20045413459542,-0.215468209285475
0.267916058978352,1,233,233,0.292793120512424,0.297910932754598,0.305629417213561,0.318561474499507,0.344547181130806
-0.0555036975191396,1,234,234,-0.060261477600095,-0.0612222837456468,-0.0626584845197496,-0.0650282077773441,-0.0696401208356756
0.509602480251197,1,235,235,0.567060491765025,0.579395444660167,0.59837547877244,0.631270843548922,0.702037681082251
1.43905121112837,1,236,236,1.92339644807144,2.05496986174707,2.28061556851273,2.74756688077622,4.16138283901111
0.410014464530487,1,237,237,0.45223903189788,0.46112843566806,0.4746823703682,0.497816381501972,0.546087896703401
1.26766968711866,1,238,238,1.61407906538719,1.70369869299964,1.8539490149836,2.15362420975826,2.99869408751783
1.45086133952989,1,239,239,1.94619851160126,2.0812250214754,2.31316762302962,2.79441404703758,4.25895330512
-2.19617919765097,1,240,240,-3.99615047377675,-4.62478683604535,-5.84129881272639,-8.9087568892714,-22.6576509815768
0.160952165792644,1,241,241,0.175129165144673,0.178010471889204,0.18233070616951,0.18949712000302,0.203601403037958
-0.217186559176569,1,242,242,-0.236796318633936,-0.240804722044761,-0.246831525192091,-0.256876329515516,-0.276842190228972
